orderid,customerid,storeid,orderdate
5658,1107,15,9/12/2017
5659,1935,45,1/29/2018
5660,1595,39,8/14/2018
5661,1642,29,5/5/2018
5662,1903,38,9/4/2018
5663,1044,49,1/23/2018
5664,1551,2,12/26/2017
5665,1706,44,4/15/2018
5666,1864,16,6/19/2018
5667,1042,48,1/20/2018
5668,1222,75,8/20/2018
5669,1075,33,7/12/2018
5670,1581,10,5/14/2018
5671,1925,94,8/15/2018
5672,1702,20,10/8/2017
5673,1790,51,4/20/2018
5674,1857,25,8/17/2018
5675,1737,59,2/2/2018
5676,1817,100,10/8/2017
5677,1866,54,10/28/2017
5678,1869,84,10/11/2017
5679,1081,77,12/3/2017
5680,1195,17,12/20/2017
5681,1133,87,4/3/2018
5682,1319,14,7/2/2018
5683,1740,38,4/3/2018
5684,1340,51,10/22/2017
5685,1877,37,8/26/2018
5686,1377,16,11/22/2017
5687,1081,56,8/6/2018
5688,1888,12,2/25/2018
5689,1187,29,8/3/2018
5690,1236,49,11/6/2017
5691,1733,71,12/18/2017
5692,1008,78,7/30/2018
5693,1974,6,4/17/2018
5694,1431,30,5/11/2018
5695,1646,69,10/26/2017
5696,1182,82,3/13/2018
5697,1949,66,8/23/2018
5698,1386,45,9/22/2017
5699,1421,44,5/20/2018
5700,1910,81,1/23/2018
5701,1206,62,12/30/2017
5702,1228,3,5/14/2018
5703,1220,4,6/24/2018
5704,1497,36,5/24/2018
5705,1098,28,2/11/2018
5706,1639,83,6/6/2018
5707,1009,39,4/25/2018
5708,1366,24,12/23/2017
5709,1779,1,2/9/2018
5710,1838,76,1/31/2018
5711,1087,68,1/10/2018
5712,1138,61,4/5/2018
5713,1128,94,3/26/2018
5714,1530,29,10/16/2017
5715,1138,69,11/13/2017
5716,1115,98,4/3/2018
5717,1949,20,8/25/2018
5718,1908,52,5/1/2018
5719,1422,39,12/3/2017
5720,1845,73,12/9/2017
5721,1444,80,4/1/2018
5722,1968,71,1/11/2018
5723,1613,23,3/16/2018
5724,1563,63,11/11/2017
5725,1277,32,4/26/2018
5726,1255,83,12/14/2017
5727,1907,25,2/9/2018
5728,1050,62,6/24/2018
5729,1374,79,2/5/2018
5730,1057,68,10/9/2017
5731,1622,77,6/6/2018
5732,1536,78,9/24/2017
5733,1183,73,1/1/2018
5734,1045,84,4/3/2018
5735,1071,48,8/15/2018
5736,1579,88,1/9/2018
5737,1739,93,6/26/2018
5738,1932,77,2/24/2018
5739,1858,5,12/16/2017
5740,1980,84,9/18/2017
5741,1451,9,6/9/2018
5742,1604,72,12/30/2017
5743,1248,91,6/5/2018
5744,1819,37,2/12/2018
5745,1309,94,7/31/2018
5746,1646,10,3/24/2018
5747,1618,16,4/13/2018
5748,1688,42,2/27/2018
5749,1711,62,5/28/2018
5750,1370,40,8/17/2018
5751,1188,9,8/20/2018
5752,1645,34,12/11/2017
5753,1249,77,3/30/2018
5754,1070,46,2/28/2018
5755,1105,49,12/26/2017
5756,1399,75,7/27/2018
5757,1062,7,6/10/2018
5758,1418,32,2/15/2018
5759,1091,93,2/19/2018
5760,1201,64,10/9/2017
5761,1193,46,12/10/2017
5762,1595,11,12/8/2017
5763,1933,24,1/21/2018
5764,1146,43,6/30/2018
5765,1160,55,4/15/2018
5766,1667,38,8/16/2018
5767,1280,95,9/13/2017
5768,1943,34,8/1/2018
5769,1715,77,3/25/2018
5770,1425,76,4/9/2018
5771,1069,71,11/16/2017
5772,1950,54,12/11/2017
5773,1768,81,1/3/2018
5774,1086,95,11/19/2017
5775,1064,100,3/31/2018
5776,1692,67,6/17/2018
5777,1178,23,2/10/2018
5778,1953,82,6/8/2018
5779,1240,14,2/22/2018
5780,1818,2,2/6/2018
5781,1503,13,5/28/2018
5782,1381,11,1/8/2018
5783,1979,82,6/24/2018
5784,1833,68,5/5/2018
5785,1434,32,10/24/2017
5786,1056,55,10/29/2017
5787,1001,26,2/13/2018
5788,1872,82,1/29/2018
5789,1610,78,2/16/2018
5790,1984,20,5/6/2018
5791,1295,93,10/27/2017
5792,1810,21,10/16/2017
5793,1238,95,11/26/2017
5794,1690,86,8/7/2018
5795,1714,13,10/8/2017
5796,1522,99,7/11/2018
5797,1927,69,9/13/2017
5798,1727,5,5/16/2018
5799,1615,23,3/27/2018
5800,1727,45,6/20/2018
5801,1691,5,3/6/2018
5802,1780,74,10/12/2017
5803,1888,65,6/16/2018
5804,1933,4,2/10/2018
5805,1038,43,10/3/2017
5806,1073,38,7/23/2018
5807,1521,62,8/29/2018
5808,1329,67,9/29/2017
5809,1965,44,11/15/2017
5810,1222,85,11/7/2017
5811,1690,67,1/26/2018
5812,1682,45,10/15/2017
5813,1255,57,2/1/2018
5814,1699,100,11/22/2017
5815,1446,95,11/12/2017
5816,1558,50,5/19/2018
5817,1628,48,6/1/2018
5818,1018,11,1/13/2018
5819,1968,97,10/29/2017
5820,1306,78,2/2/2018
5821,1509,8,3/22/2018
5822,1623,51,1/15/2018
5823,1069,15,9/29/2017
5824,1318,25,11/2/2017
5825,1278,56,4/19/2018
5826,1957,77,5/30/2018
5827,1035,4,6/8/2018
5828,1123,35,11/21/2017
5829,1887,2,2/23/2018
5830,1526,85,3/1/2018
5831,1014,23,3/1/2018
5832,1730,65,8/27/2018
5833,1742,79,10/27/2017
5834,1314,43,4/4/2018
5835,1352,28,1/26/2018
5836,1733,2,7/25/2018
5837,1725,1,12/1/2017
5838,1845,65,4/22/2018
5839,1126,89,7/24/2018
5840,1388,85,12/31/2017
5841,1663,96,2/4/2018
5842,1509,12,10/6/2017
5843,1180,9,11/16/2017
5844,1707,54,5/28/2018
5845,1291,30,12/19/2017
5846,1676,81,4/3/2018
5847,1678,37,1/2/2018
5848,1710,32,6/15/2018
5849,1179,50,2/26/2018
5850,1704,53,11/28/2017
5851,1826,42,6/16/2018
5852,1568,56,4/18/2018
5853,1993,26,3/13/2018
5854,1310,26,11/18/2017
5855,1306,91,12/18/2017
5856,1409,1,7/27/2018
5857,1467,72,7/16/2018
5858,1147,98,9/16/2017
5859,1877,73,6/24/2018
5860,1486,59,9/8/2018
5861,1231,70,7/10/2018
5862,1096,13,8/11/2018
5863,1249,90,2/1/2018
5864,1737,49,10/6/2017
5865,1655,48,3/11/2018
5866,1025,20,5/29/2018
5867,1680,29,5/28/2018
5868,1453,34,7/10/2018
5869,1637,49,10/9/2017
5870,1781,72,10/14/2017
5871,1695,74,4/21/2018
5872,1716,56,9/13/2017
5873,1393,80,2/1/2018
5874,1366,54,12/6/2017
5875,1951,43,5/19/2018
5876,1836,60,8/19/2018
5877,1583,96,10/2/2017
5878,1143,47,12/25/2017
5879,1807,100,7/8/2018
5880,1337,12,7/8/2018
5881,1902,46,4/4/2018
5882,1089,1,8/1/2018
5883,1822,21,10/29/2017
5884,1786,88,11/21/2017
5885,1914,92,6/19/2018
5886,1639,53,2/3/2018
5887,1078,1,4/7/2018
5888,1315,75,1/29/2018
5889,1554,75,7/25/2018
5890,1108,76,6/14/2018
5891,1719,64,5/6/2018
5892,1323,62,10/10/2017
5893,1231,60,10/27/2017
5894,1499,56,8/24/2018
5895,1179,24,12/2/2017
5896,1552,86,11/10/2017
5897,1262,9,6/30/2018
5898,1872,81,8/4/2018
5899,1472,76,2/17/2018
5900,1793,1,3/12/2018
5901,1311,11,1/30/2018
5902,1933,3,7/25/2018
5903,1097,64,1/6/2018
5904,1534,26,10/2/2017
5905,1675,84,5/12/2018
5906,1624,4,10/4/2017
5907,1079,61,9/4/2018
5908,1543,96,1/1/2018
5909,1972,34,2/21/2018
5910,1155,85,12/22/2017
5911,1852,100,6/18/2018
5912,1610,42,9/5/2018
5913,1758,74,10/27/2017
5914,1095,80,12/24/2017
5915,1438,28,10/2/2017
5916,1990,40,11/14/2017
5917,1344,99,3/28/2018
5918,1092,2,7/21/2018
5919,1721,26,5/5/2018
5920,1383,29,6/6/2018
5921,1614,71,10/31/2017
5922,1797,7,3/15/2018
5923,1469,55,4/11/2018
5924,1463,66,8/21/2018
5925,1419,36,7/21/2018
5926,1463,45,10/7/2017
5927,1685,27,2/15/2018
5928,1050,3,2/6/2018
5929,1099,10,1/10/2018
5930,1534,33,12/10/2017
5931,1796,79,12/22/2017
5932,1385,23,6/30/2018
5933,1132,4,2/14/2018
5934,1293,23,8/29/2018
5935,1348,21,3/30/2018
5936,1087,32,3/10/2018
5937,1568,49,11/18/2017
5938,1810,90,8/25/2018
5939,1588,90,11/19/2017
5940,1101,37,4/1/2018
5941,1037,42,5/28/2018
5942,1432,59,3/12/2018
5943,1010,6,9/24/2017
5944,1557,70,4/28/2018
5945,1543,88,8/4/2018
5946,1833,66,12/3/2017
5947,1545,4,4/1/2018
5948,1756,30,3/12/2018
5949,1440,93,5/9/2018
5950,1598,62,4/6/2018
5951,1921,75,10/21/2017
5952,1282,49,4/7/2018
5953,1918,52,10/28/2017
5954,1590,35,7/7/2018
5955,1165,37,7/29/2018
5956,1508,51,10/27/2017
5957,1132,73,12/23/2017
5958,1076,8,5/16/2018
5959,1385,42,7/30/2018
5960,1587,31,6/17/2018
5961,1162,66,11/23/2017
5962,1488,34,3/7/2018
5963,1991,45,9/26/2017
5964,1660,95,2/9/2018
5965,1865,49,7/14/2018
5966,1371,6,12/20/2017
5967,1712,57,4/19/2018
5968,1606,27,5/26/2018
5969,1911,100,9/8/2018
5970,1655,39,5/19/2018
5971,1864,37,1/5/2018
5972,1887,69,3/30/2018
5973,1258,33,6/30/2018
5974,1420,29,4/9/2018
5975,1938,63,11/15/2017
5976,1832,27,1/22/2018
5977,1260,39,5/30/2018
5978,1259,56,7/7/2018
5979,1534,34,1/17/2018
5980,1685,23,8/1/2018
5981,1945,100,1/23/2018
5982,1987,12,9/3/2018
5983,1749,54,8/6/2018
5984,1435,81,3/11/2018
5985,1070,57,4/2/2018
5986,1980,81,5/17/2018
5987,1631,15,8/25/2018
5988,1570,5,8/7/2018
5989,1381,98,4/10/2018
5990,1221,62,9/3/2018
5991,1037,95,8/20/2018
5992,1952,10,6/5/2018
5993,1642,13,2/11/2018
5994,1740,55,4/29/2018
5995,1728,43,9/20/2017
5996,1461,62,8/19/2018
5997,1041,6,10/23/2017
5998,1630,39,3/19/2018
5999,1583,50,12/14/2017
6000,1419,67,8/23/2018
